team_id,user_id
928c40ff-f5e8-4c77-a6b1-629382744e66,ac714eb6-31a7-49dc-aa5e-4aece2d3b182
6fbccd39-108d-4b25-8635-3d953687ff71,ac714eb6-31a7-49dc-aa5e-4aece2d3b182
791f1a5a-d86a-4ed7-b749-83f7f798b0dd,b9f78ab8-05b6-4d3a-b8a3-a4ae12ee63c9
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,9e863380-093d-4ff8-b4ee-3ab241ef0e7d
09002199-f21c-45ab-8532-6fe8e4c5d352,6cb232d7-3777-4067-90ab-7ef9dde6ac06
71c7862c-2c03-4993-b5c9-2575bea14b79,6cb232d7-3777-4067-90ab-7ef9dde6ac06
b1594977-59e5-49bb-a30c-87d0633518ae,55d1e9b1-46f0-4bfb-9cba-cba351a5857e
53dee95b-4b0e-4106-b351-53a0207ce458,55d1e9b1-46f0-4bfb-9cba-cba351a5857e
71c7862c-2c03-4993-b5c9-2575bea14b79,f7ede1e8-62d1-45ba-9979-c7a78eea9f8d
a0fbd60a-b04f-418a-a0df-ea9ff98ed2f8,14d3e807-9e2c-428b-8fa1-451d8afedb49
53dee95b-4b0e-4106-b351-53a0207ce458,14d3e807-9e2c-428b-8fa1-451d8afedb49
3478c690-f397-475d-89f7-d521fc3646d6,0d118605-5d9a-4892-9d78-7cb41bed7556
5ad6dabe-8200-47a5-91a9-bd6a5f034740,8a5ca925-df1f-438d-8f63-7c09fedd62bc
09002199-f21c-45ab-8532-6fe8e4c5d352,8a5ca925-df1f-438d-8f63-7c09fedd62bc
3478c690-f397-475d-89f7-d521fc3646d6,fa68136c-d046-4294-a289-fd56b239802b
6fbccd39-108d-4b25-8635-3d953687ff71,8952456e-edaa-451d-acc6-bb68f7dc1dad
928c40ff-f5e8-4c77-a6b1-629382744e66,7ce8cb5d-5f8a-442e-bf23-03e5b559c7e1
1e0fb4af-5a8d-4d58-bc9e-e606059cb169,6f5d4f54-9389-4839-931e-933d30b2f750
4a83342b-16e2-4567-b1ce-dd074df4d244,356d5976-8424-4e44-a94c-ce158db7678a
b179d232-785c-481b-8603-489b3cab9fcc,356d5976-8424-4e44-a94c-ce158db7678a
a0fbd60a-b04f-418a-a0df-ea9ff98ed2f8,16e7854b-9a41-4631-a076-dee41a8d1db8
b179d232-785c-481b-8603-489b3cab9fcc,16e7854b-9a41-4631-a076-dee41a8d1db8
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,e5f1583f-cfa6-410d-8bb4-eae8770cbc73
79056741-2274-4e8b-bbb2-ab335b274f54,ee8e63de-27c6-496e-bb33-440a7fbf782b
791f1a5a-d86a-4ed7-b749-83f7f798b0dd,ee8e63de-27c6-496e-bb33-440a7fbf782b
b179d232-785c-481b-8603-489b3cab9fcc,6dc470fd-5f23-43dc-b078-9eaf15c451b5
5ad6dabe-8200-47a5-91a9-bd6a5f034740,6dc470fd-5f23-43dc-b078-9eaf15c451b5
71c7862c-2c03-4993-b5c9-2575bea14b79,df4b8f75-1482-4519-a3cf-8948c3629dc3
3478c690-f397-475d-89f7-d521fc3646d6,f0e6d5f0-3db0-48e3-9179-4bc59a0c9475
928c40ff-f5e8-4c77-a6b1-629382744e66,f0e6d5f0-3db0-48e3-9179-4bc59a0c9475
71c7862c-2c03-4993-b5c9-2575bea14b79,c6ce3e75-26ef-4844-967f-5f79758cf8be
7e21ceb7-ae95-4d30-ba6c-bb6d990be5c5,8b869046-1784-4177-8936-3f50fe5afa6d
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,2043ff51-c802-4881-96b3-6b7656582739
1e0fb4af-5a8d-4d58-bc9e-e606059cb169,2043ff51-c802-4881-96b3-6b7656582739
09002199-f21c-45ab-8532-6fe8e4c5d352,52aedb22-b01f-40db-b548-59c7f552ef95
1e0fb4af-5a8d-4d58-bc9e-e606059cb169,52aedb22-b01f-40db-b548-59c7f552ef95
b1594977-59e5-49bb-a30c-87d0633518ae,53e077ac-089a-4405-b725-9778ab81c788
4d9db240-6c7f-4c06-8e42-b5363e900e20,53e077ac-089a-4405-b725-9778ab81c788
4a83342b-16e2-4567-b1ce-dd074df4d244,60c3c1ee-b5ec-46b7-81ad-08a61f2ca5f4
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,60c3c1ee-b5ec-46b7-81ad-08a61f2ca5f4
6fbccd39-108d-4b25-8635-3d953687ff71,4897a054-6608-4155-8477-f6819c47fdbe
4a83342b-16e2-4567-b1ce-dd074df4d244,cd723e33-6021-452a-b23a-62d278c5b4c0
3478c690-f397-475d-89f7-d521fc3646d6,fe7b0a4b-71a8-49b8-9744-a8ec2c9aa288
4a83342b-16e2-4567-b1ce-dd074df4d244,fe7b0a4b-71a8-49b8-9744-a8ec2c9aa288
0fe72436-5906-4b60-88a0-a5a26e47bacb,41983205-aee1-4ecf-a762-2f910955dab0
791f1a5a-d86a-4ed7-b749-83f7f798b0dd,2e649291-b733-4487-a964-798904ac988a
0fe72436-5906-4b60-88a0-a5a26e47bacb,2e649291-b733-4487-a964-798904ac988a
b1594977-59e5-49bb-a30c-87d0633518ae,2cabbfd9-fef7-4708-8337-c0cb13b54d8b
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,2cabbfd9-fef7-4708-8337-c0cb13b54d8b
3478c690-f397-475d-89f7-d521fc3646d6,3312424b-6bdf-4795-b27d-04c5a8ca1307
281dccb8-374d-4847-a691-845b99162d5a,3312424b-6bdf-4795-b27d-04c5a8ca1307
b1594977-59e5-49bb-a30c-87d0633518ae,f6c09039-cfa4-4c65-932c-7c57c52185d7
3478c690-f397-475d-89f7-d521fc3646d6,f6c09039-cfa4-4c65-932c-7c57c52185d7
281dccb8-374d-4847-a691-845b99162d5a,65ef68d5-401d-4176-986d-cb068f0084ef
7e21ceb7-ae95-4d30-ba6c-bb6d990be5c5,cee5d88b-3aa1-428e-a796-bd620d2f2729
71c7862c-2c03-4993-b5c9-2575bea14b79,cee5d88b-3aa1-428e-a796-bd620d2f2729
4a83342b-16e2-4567-b1ce-dd074df4d244,33fe9ed6-7a38-4831-9179-a8313ca710e7
b1594977-59e5-49bb-a30c-87d0633518ae,4ce123dc-77e3-4661-b9fd-4fb6043dd282
1e0fb4af-5a8d-4d58-bc9e-e606059cb169,4ce123dc-77e3-4661-b9fd-4fb6043dd282
281dccb8-374d-4847-a691-845b99162d5a,594df813-926a-468a-9d2f-87c2bc51a1a9
79056741-2274-4e8b-bbb2-ab335b274f54,38f9306b-bfc3-4796-8a40-e6898c8939ef
7e21ceb7-ae95-4d30-ba6c-bb6d990be5c5,579f0763-fbaf-4309-8daf-be57e3e9013e
5ad6dabe-8200-47a5-91a9-bd6a5f034740,579f0763-fbaf-4309-8daf-be57e3e9013e
b179d232-785c-481b-8603-489b3cab9fcc,d6237ef3-5bf4-4db4-bc81-bea873f43f3c
0fe72436-5906-4b60-88a0-a5a26e47bacb,4d25f901-581f-46d5-89ad-8f6b8e50c6d8
3478c690-f397-475d-89f7-d521fc3646d6,4d25f901-581f-46d5-89ad-8f6b8e50c6d8
b179d232-785c-481b-8603-489b3cab9fcc,d32b4587-5247-4139-b10f-6dd24ab44b73
b1594977-59e5-49bb-a30c-87d0633518ae,4ff36368-0b51-4296-9160-915827b3f3c7
791f1a5a-d86a-4ed7-b749-83f7f798b0dd,4ff36368-0b51-4296-9160-915827b3f3c7
3478c690-f397-475d-89f7-d521fc3646d6,57e69fde-d37b-4ba3-ae92-78da3ef3934a
6fbccd39-108d-4b25-8635-3d953687ff71,57e69fde-d37b-4ba3-ae92-78da3ef3934a
a0fbd60a-b04f-418a-a0df-ea9ff98ed2f8,50c967b3-c698-4a34-a61d-712c45644138
71c7862c-2c03-4993-b5c9-2575bea14b79,50c967b3-c698-4a34-a61d-712c45644138
7e21ceb7-ae95-4d30-ba6c-bb6d990be5c5,5d4f6f12-58ef-4292-abab-156955035c81
5ad6dabe-8200-47a5-91a9-bd6a5f034740,5d4f6f12-58ef-4292-abab-156955035c81
09002199-f21c-45ab-8532-6fe8e4c5d352,15d8810e-f62c-4c0c-a7f4-392061eb8fbf
4a83342b-16e2-4567-b1ce-dd074df4d244,15d8810e-f62c-4c0c-a7f4-392061eb8fbf
53dee95b-4b0e-4106-b351-53a0207ce458,fc7431e1-828d-43cb-8a95-824e9c52a618
06993362-331a-47f9-8eaa-871034bc90df,7794ce0d-5eaf-4848-983d-ae171f8f4683
b179d232-785c-481b-8603-489b3cab9fcc,6a6a6194-5b15-4773-a50c-c7315a361972
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,6a6a6194-5b15-4773-a50c-c7315a361972
4a83342b-16e2-4567-b1ce-dd074df4d244,65c10184-8d88-4c1f-8c00-896ba52aebda
791f1a5a-d86a-4ed7-b749-83f7f798b0dd,65c10184-8d88-4c1f-8c00-896ba52aebda
b179d232-785c-481b-8603-489b3cab9fcc,c7593cc7-a7c8-4703-b099-3c21638e6d6b
928c40ff-f5e8-4c77-a6b1-629382744e66,c7593cc7-a7c8-4703-b099-3c21638e6d6b
b1594977-59e5-49bb-a30c-87d0633518ae,464425b9-e3f8-49e8-8c45-dbf846ac28b6
71c7862c-2c03-4993-b5c9-2575bea14b79,464425b9-e3f8-49e8-8c45-dbf846ac28b6
b6a35ab4-7829-46d5-be63-1dc10d0ab9a2,36aa64cb-d649-40fc-95bd-09d0afedd915
71c7862c-2c03-4993-b5c9-2575bea14b79,36aa64cb-d649-40fc-95bd-09d0afedd915
281dccb8-374d-4847-a691-845b99162d5a,c3d99119-8ecb-4364-bbca-6eb32fe6fae7
53dee95b-4b0e-4106-b351-53a0207ce458,b355cf12-0a0d-4fff-aa78-aaa4ac013ce8
4a83342b-16e2-4567-b1ce-dd074df4d244,b355cf12-0a0d-4fff-aa78-aaa4ac013ce8
b1594977-59e5-49bb-a30c-87d0633518ae,e92b1f9d-76f3-495d-af68-a96fa1837742
06993362-331a-47f9-8eaa-871034bc90df,1801b631-9310-494a-a476-0cd9f347f3bc
281dccb8-374d-4847-a691-845b99162d5a,1801b631-9310-494a-a476-0cd9f347f3bc
a0fbd60a-b04f-418a-a0df-ea9ff98ed2f8,8dae8101-0fdc-4cd8-abe3-3a7e68b930e3
1e0fb4af-5a8d-4d58-bc9e-e606059cb169,8dae8101-0fdc-4cd8-abe3-3a7e68b930e3
79056741-2274-4e8b-bbb2-ab335b274f54,aafb53bf-b83f-44f7-b7a5-ab96ca932d17
53dee95b-4b0e-4106-b351-53a0207ce458,e03164c4-fd51-45f1-9c3d-00d81a78e998
